Time,GPS time, GPS status, Latitude, Lontitude, Altitude, Easting, Northing, Velocity, Heading, Roll,Pitch,Yaw,Accel_Roll,Accel_Pitch,Accel_Yaw,Rate_Roll,Rate_Pitch,Rate_Yaw
148.5,31543.2, 4, 43.0739518922, 141.3361421803,14.015000, 527365.5246,4769081.9041,0.01,251.210, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
149.0,31543.7, 4, 43.0739504450, 141.3361384757,14.007000, 527365.2236,4769081.7421,0.01,253.100, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
149.5,31544.2, 4, 43.0739490952, 141.3361345037,14.013000, 527364.9008,4769081.5909,0.01,247.490, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
150.0,31544.7, 4, 43.0739472327, 141.3361301752,14.007000, 527364.5493,4769081.3827,0.01,240.770, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
150.5,31545.2, 4, 43.0739457797, 141.3361268155,14.007000, 527364.2764,4769081.2203,0.01,243.250, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
151.0,31545.7, 4, 43.0739445023, 141.3361229943,14.000000, 527363.9659,4769081.0772,0.01,254.630, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
151.5,31546.2, 4, 43.0739431005, 141.3361189088,13.986000, 527363.6339,4769080.9202,0.01,245.230, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
152.0,31546.7, 4, 43.0739417248, 141.3361147295,13.995000, 527363.2943,4769080.7660,0.01,250.870, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
152.5,31547.2, 4, 43.0739402785, 141.3361113652,14.004000, 527363.0210,4769080.6043,0.01,243.730, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
153.0,31547.7, 4, 43.0739388120, 141.3361078893,14.004000, 527362.7387,4769080.4403,0.01,247.130, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
153.5,31548.2, 4, 43.0739371127, 141.3361035478,13.991000, 527362.3860,4769080.2502,0.01,248.990, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
154.0,31548.7, 4, 43.0739357997, 141.3360999422,14.001000, 527362.0931,4769080.1032,0.01,250.740, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
154.5,31549.2, 4, 43.0739344777, 141.3360958878,13.992000, 527361.7636,4769079.9551,0.01,250.160, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
155.0,31549.7, 4, 43.0739331032, 141.3360919613,13.989000, 527361.4446,4769079.8012,0.01,252.150, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
155.5,31550.2, 4, 43.0739314883, 141.3360878675,13.987000, 527361.1120,4769079.6205,0.01,241.470, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
156.0,31550.7, 4, 43.0739301387, 141.3360843415,14.006000, 527360.8255,4769079.4695,0.01,245.770, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
156.5,31551.2, 4, 43.0739284538, 141.3360801985,13.994000, 527360.4890,4769079.2810,0.01,245.020, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
157.0,31551.7, 4, 43.0739271028, 141.3360767183,14.007000, 527360.2063,4769079.1299,0.01,245.210, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
157.5,31552.2, 4, 43.0739255913, 141.3360728168,14.008000, 527359.8893,4769078.9607,0.01,243.640, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
158.0,31552.7, 4, 43.0739241655, 141.3360689482,14.007000, 527359.5750,4769078.8011,0.01,245.620, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
158.5,31553.2, 4, 43.0739227128, 141.3360647978,14.005000, 527359.2378,4769078.6385,0.01,249.420, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
159.0,31553.7, 4, 43.0739210872, 141.3360605120,13.994000, 527358.8896,4769078.4565,0.01,245.140, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
159.5,31554.2, 4, 43.0739198040, 141.3360568785,14.006000, 527358.5944,4769078.3128,0.01,243.900, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
160.0,31554.7, 4, 43.0739188840, 141.3360544927,14.003000, 527358.4005,4769078.2099,0.00,256.120, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
160.5,31555.2, 4, 43.0739187435, 141.3360542562,14.004000, 527358.3813,4769078.1942,0.00,206.560, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
161.0,31555.7, 4, 43.0739188647, 141.3360545837,14.003000, 527358.4080,4769078.2078,0.00,63.840, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
161.5,31556.2, 4, 43.0739189280, 141.3360546493,13.987000, 527358.4133,4769078.2148,0.00,210.680, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
162.0,31556.7, 4, 43.0739189340, 141.3360546450,13.987000, 527358.4129,4769078.2155,0.00,9.390, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
162.5,31557.2, 4, 43.0739189265, 141.3360546378,13.990000, 527358.4123,4769078.2147,0.00,227.240, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
163.0,31557.7, 4, 43.0739189295, 141.3360546487,13.990000, 527358.4132,4769078.2150,0.00,26.670, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
163.5,31558.2, 4, 43.0739189155, 141.3360546435,13.978000, 527358.4128,4769078.2135,0.00,229.150, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
164.0,31558.7, 4, 43.0739189098, 141.3360546502,13.980000, 527358.4133,4769078.2128,0.00,299.880, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
164.5,31559.2, 4, 43.0739189253, 141.3360546433,13.983000, 527358.4128,4769078.2145,0.00,193.400, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
165.0,31559.7, 4, 43.0739189180, 141.3360546612,13.990000, 527358.4142,4769078.2137,0.00,16.500, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
165.5,31600.2, 4, 43.0739189093, 141.3360546697,13.990000, 527358.4149,4769078.2128,0.00,214.350, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
166.0,31600.7, 4, 43.0739188930, 141.3360546797,13.992000, 527358.4158,4769078.2110,0.00,70.410, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
166.5,31601.2, 4, 43.0739189102, 141.3360546712,13.986000, 527358.4151,4769078.2129,0.00,225.850, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
167.0,31601.7, 4, 43.0739189302, 141.3360546100,13.981000, 527358.4101,4769078.2151,0.00,235.620, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
167.5,31602.2, 4, 43.0739189333, 141.3360546178,13.980000, 527358.4107,4769078.2154,0.00,282.340, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
168.0,31602.7, 4, 43.0739189115, 141.3360546568,13.988000, 527358.4139,4769078.2130,0.00,305.210, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
168.5,31603.2, 4, 43.0739189015, 141.3360546765,13.986000, 527358.4155,4769078.2119,0.00,248.020, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
169.0,31603.7, 4, 43.0739189043, 141.3360546692,13.985000, 527358.4149,4769078.2122,0.00,33.680, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
169.5,31604.2, 4, 43.0739189057, 141.3360546758,13.983000, 527358.4154,4769078.2124,0.00,239.550, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
170.0,31604.7, 4, 43.0739189263, 141.3360546565,13.988000, 527358.4139,4769078.2147,0.00,319.510, 0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
